iata,name,city,state,country,latitude,longitude
COM,USBP,Coleman,TX,USA,31.84113889,-99.40361111
CON,USBP,Concord,NH,USA,43.20273278,-71.50228556
COQ,USBP,Cloquet,MN,USA,46.70016833,-92.50552861
COS,USBP,Colorado Springs,CO,USA,38.80580556,-104.70025
COT,USBP,Cotulla,TX,USA,28.45825583,-99.22016389
COU,USBP,Columbia,MO,USA,38.81809306,-92.21962917
CPC,USBP,Whiteville,NC,USA,34.27287278,-78.71499278
CPK,USBP,Norfolk,VA,USA,36.66561833,-76.32066389
CPM,USBP,Compton,CA,USA,33.89001611,-118.2436831
CPR,USBP,Casper,WY,USA,42.90835556,-106.4644661
CPS,USBP,Cahokia/St. Louis,IL,USA,38.57072444,-90.15622111
CPX,USBP,Isla De Culebra,PR,USA,18.31328917,-65.30432444
CQA,USBP,Celina,OH,USA,40.48408333,-84.56011111
CQB,USBP,Chandler,OK,USA,35.72381556,-96.82027306
CQX,USBP,Chatham,MA,USA,41.68840028,-69.98952417
CRC,USBP,Circle,AK,USA,65.83049389,-144.0758128
CRE,USBP,North Myrtle Beach,SC,USA,33.81175,-78.72394444
CRG,USBP,Jacksonville,FL,USA,30.33633333,-81.51444444
CRO,USBP,Corcoran,CA,USA,36.10245111,-119.5948469
CRP,USBP,Corpus Christi,TX,USA,27.77036083,-97.50121528
CRQ,USBP,Carlsbad,CA,USA,33.12822222,-117.2802222
CRS,USBP,Corsicana,TX,USA,32.02748861,-96.39803611
CRT,USBP,Crossett,AR,USA,33.17833278,-91.88018806
CRW,USBP,Charleston,WV,USA,38.37315083,-81.59318972
CRX,USBP,Corinth,MS,USA,34.91496778,-88.60348361
CSB,USBP,Cambridge,NE,USA,40.30658333,-100.1620833
CSG,USBP,Columbus,GA,USA,32.51633333,-84.93886111
CSM,USBP,Clinton,OK,USA,35.33983917,-99.20049944
CSQ,USBP,Creston,IA,USA,41.02146139,-94.36331917
CSV,USBP,Crossville,TN,USA,35.95129194,-85.08497806
CTB,USBP,Cut Bank,MT,USA,48.60835444,-112.3761464
CTJ,USBP,Carrollton,GA,USA,33.63102778,-85.15202778
CTK,USBP,Canton,IL,USA,40.56909444,-90.07484
CTY,USBP,Cross City,FL,USA,29.63552778,-83.10475
CTZ,USBP,Clinton,NC,USA,34.97561194,-78.36461528
CUB,USBP,Columbia,SC,USA,33.97047222,-80.99525
CUH,USBP,Cushing,OK,USA,35.949925,-96.77305278
CUL,USBP,Carmi,IL,USA,38.08947917,-88.12306111
CUT,USBP,Custer,SD,USA,43.73331611,-103.6176947
CVG,USBP,Covington,KY,USA,39.04614278,-84.6621725
CVK,USBP,Ash Flat,AR,USA,36.26487139,-91.56264111
CVN,USBP,Clovis,NM,USA,34.42513889,-103.0792778
CVO,USBP,Corvallis,OR,USA,44.49719361,-123.2898297
CVX,USBP,Charlevoix,MI,USA,45.30477778,-85.27477778
CWA,USBP,Mosinee,WI,USA,44.77761917,-89.66677944
CWF,USBP,Lake Charles,LA,USA,30.21059167,-93.14318944
CWI,USBP,Clinton,IA,USA,41.8311125,-90.32913056
CWV,USBP,Claxton,GA,USA,32.19505556,-81.86955556
CXC,USBP,Chitina,AK,USA,61.58285917,-144.4270969
CXE,USBP,Chase City,VA,USA,36.78833556,-78.50155361
CXF,USBP,Coldfoot,AK,USA,67.25163417,-150.2065672
CXL,USBP,Calexico,CA,USA,32.66950333,-115.5133281
CXO,USBP,Conroe,TX,USA,30.35183333,-95.4144675
CXP,USBP,Carson City,NV,USA,39.19222972,-119.7343611
CXU,USBP,Camilla,GA,USA,31.21291667,-84.23680556
CXY,USBP,Harrisburg,PA,USA,40.21713889,-76.85147222
CYO,USBP,Circleville,OH,USA,39.51600611,-82.98215361
CYS,USBP,Cheyenne,WY,USA,41.1557225,-104.8118381
CYW,USBP,Clay Center,KS,USA,39.38713889,-97.15721417
CZD,USBP,Cozad,NE,USA,40.86911111,-100.0042222
CZG,USBP,Endicott,NY,USA,42.07853583,-76.09633306
CZL,USBP,Calhoun,GA,USA,34.45678278,-84.93949944
CZN,USBP,Chisana,AK,USA,62.07118972,-142.0483742
CZT,USBP,Carrizo Springs,TX,USA,28.52225111,-99.82363444
D04,USBP,Bowman,ND,USA,46.18699111,-103.4280806
D05,USBP,Garrison,ND,USA,47.65594444,-101.4372222
D07,USBP,Faith,SD,USA,45.03609417,-102.0198803
D09,USBP,Bottineau,ND,USA,48.83039167,-100.4171361
D19,USBP,Luverne,MN,USA,43.62080278,-96.21864028
D22,USBP,Angola,NY,USA,42.66010111,-78.99115556
D25,USBP,Manitowish Waters,WI,USA,46.12197222,-89.88233333
D38,USBP,Canandaiga,NY,USA,42.90718611,-77.32162639
D42,USBP,Springfield,MN,USA,44.23107,-94.99893444
D50,USBP,Crosby,ND,USA,48.92851556,-103.2972514
D55,USBP,Langdon,ND,USA,48.75301778,-98.39333694
D57,USBP,Glen Ullin,ND,USA,46.81278306,-101.8601556
D60,USBP,Tioga,ND,USA,48.3805325,-102.8979853
D73,USBP,Monroe,GA,USA,33.78149889,-83.69355389
D77,USBP,Lancaster,NY,USA,42.92228111,-78.61224889
D87,USBP,Harbor Springs,MI,USA,45.42556528,-84.91338389
D95,USBP,Lapeer,MI,USA,43.06703333,-83.27244444
D98,USBP,Romeo,MI,USA,42.79699083,-82.97526583
DAB,USBP,Daytona Beach,FL,USA,29.17991667,-81.05805556
DAG,USBP,Daggett,CA,USA,34.85371333,-116.7866875
DAL,USBP,Dallas,TX,USA,32.84711389,-96.85177222
DAN,USBP,Danville,VA,USA,36.57286111,-79.33611111
DAW,USBP,Rochester,NH,USA,43.28406194,-70.92925472
DAY,USBP,Dayton,OH,USA,39.90237583,-84.219375
DBN,USBP,Dublin,GA,USA,32.56445806,-82.98525556
DBQ,USBP,Dubuque,IA,USA,42.40295944,-90.70916722
DCA,USBP,Arlington,VA,USA,38.85208333,-77.03772222
DCK,USBP,Dahl Creek,AK,USA,66.94333806,-156.9046739
DCU,USBP,Decatur,AL,USA,34.65264667,-86.94536778
DCY,USBP,Washington,IN,USA,38.70042333,-87.12973222
DDC,USBP,Dodge City,KS,USA,37.76312194,-99.96542389
DDH,USBP,Bennington,VT,USA,42.8913325,-73.2464075
DEC,USBP,Decatur,IL,USA,39.8345625,-88.86568917
DED,USBP,Deland,FL,USA,29.06698056,-81.28394167
DEE,USBP,Deering,AK,USA,66.06820583,-162.7666028
DEH,USBP,Decorah,IA,USA,43.27550139,-91.73937389
DEN,USBP,Denver,CO,USA,39.85840806,-104.6670019
DEQ,USBP,De Queen,AR,USA,34.04699556,-94.39936556
DET,USBP,Detroit,MI,USA,42.40919444,-83.00986111
DEW,USBP,Deer Park,WA,USA,47.96663889,-117.4266667
DFI,USBP,Defiance,OH,USA,41.3375,-84.42880556
DFW,USBP,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
DGW,USBP,Douglas,WY,USA,42.79725,-105.3857361
DHN,USBP,Dothan,AL,USA,31.32133917,-85.44962889
DHT,USBP,Dalhart,TX,USA,36.022585,-102.5472775
DIK,USBP,Dickinson,ND,USA,46.79738889,-102.8019528
DKB,USBP,Dekalb,IL,USA,41.93188111,-88.70829861
DKK,USBP,Dunkirk,NY,USA,42.49333528,-79.27204167
DKX,USBP,Knoxville,TN,USA,35.96383361,-83.87365389
DLG,USBP,Dillingham,AK,USA,59.0454125,-158.5033389
DLH,USBP,Duluth,MN,USA,46.84209028,-92.19364861
DLL,USBP,Baraboo,WI,USA,43.52195389,-89.77090222
DLN,USBP,Dillon,MT,USA,45.25536056,-112.5525067
DLO,USBP,Delano,CA,USA,35.74558056,-119.2365039
DLS,USBP,The Dalles,OR,USA,45.61854556,-121.1673439
DLZ,USBP,Delaware,OH,USA,40.27970139,-83.11480167
DM2,USBP,Diomede,AK,USA,65.75861111,-168.9530556
DMN,USBP,Deming,NM,USA,32.26230917,-107.7206397
DMO,USBP,Sedalia,MO,USA,38.70688889,-93.17611111
DMW,USBP,Westminster,MD,USA,39.60827778,-77.00766667
DNL,USBP,Augusta,GA,USA,33.46663667,-82.03933917
DNN,USBP,Dalton,GA,USA,34.72174833,-84.86910806
DNS,USBP,Denison,IA,USA,41.9864325,-95.38072083
DNV,USBP,Danville,IL,USA,40.19946861,-87.59553528
DOV,USBP,Dover,DE,USA,39.1301125,-75.46631028
DPA,USBP,Chicago/West Chicago,IL,USA,41.90688333,-88.24841722
DPL,USBP,Kenansville,NC,USA,35.00006444,-77.981695
DQH,USBP,Douglas,GA,USA,31.47780833,-82.85961556
DRI,USBP,De Ridder,LA,USA,30.83152778,-93.33963889
DRO,USBP,Durango,CO,USA,37.15151667,-107.7537692
DRT,USBP,Del Rio,TX,USA,29.37181222,-100.9232339
DSM,USBP,Des Moines,IA,USA,41.53493306,-93.66068222
DSV,USBP,Dansville,NY,USA,42.57089972,-77.71305083
DTA,USBP,Delta,UT,USA,39.38328861,-112.5096683
DTL,USBP,Detroit Lakes,MN,USA,46.82520861,-95.8856875
DTN,USBP,Shreveport,LA,USA,32.54021889,-93.7450225
DTO,USBP,Denton,TX,USA,33.20072167,-97.19797722
DTS,USBP,Destin,FL,USA,30.40006111,-86.47147722
DTW,USBP,Detroit,MI,USA,42.21205889,-83.34883583
DUA,USBP,Durant,OK,USA,33.942265,-96.39451806
DUC,USBP,Duncan,OK,USA,34.470875,-97.95986111
DUG,USBP,Douglas Bisbee,AZ,USA,31.46902778,-109.6036667
DUJ,USBP,Du Bois,PA,USA,41.17826611,-78.89869778
DUT,USBP,Unalaska,AK,USA,53.90013889,-166.5435
DUX,USBP,Dumas,TX,USA,35.85792833,-102.0130978
DUY,USBP,Kongiganak,AK,USA,59.95950583,-162.8817231
DVK,USBP,Danville,KY,USA,37.57791667,-84.76969444
DVL,USBP,Devils Lake,ND,USA,48.11424528,-98.90877833
DVN,USBP,Davenport,IA,USA,41.6102775,-90.58832528
DVO,USBP,Novato,CA,USA,38.14351944,-122.5572167
DVT,USBP,Phoenix,AZ,USA,33.68831667,-112.0825614
DWH,USBP,Houston,TX,USA,30.06186111,-95.55277778
DWU,USBP,Ashland,KY,USA,38.5545,-82.738
DXE,USBP,Dexter,MO,USA,36.77747,-89.94117333
DXR,USBP,Danbury,CT,USA,41.37153528,-73.48219056
DXX,USBP,Madison,MN,USA,44.98624,-96.17773611
DYB,USBP,Summerville,SC,USA,33.06344444,-80.27933333
DYL,USBP,Doylestown,PA,USA,40.33305028,-75.12233833
DYR,USBP,Dyersburg,TN,USA,35.99850694,-89.40608333
DYT,USBP,Duluth,MN,USA,46.72186083,-92.04343889
E01,USBP,Monahans,TX,USA,31.58246583,-102.9090428
E04,USBP,Eunice,NM,USA,32.45679139,-103.2404708
E05,USBP,Hatch,NM,USA,32.66106083,-107.1979339
E06,USBP,Lovington,NM,USA,32.95394444,-103.4087778
E07,USBP,Tatum,NM,USA,33.26122278,-103.2768939
E11,USBP,Andrews,TX,USA,32.33111111,-102.5295278
E15,USBP,Graham,TX,USA,33.11022222,-98.55527861
E19,USBP,Gruver,TX,USA,36.23372611,-101.4321894
E24,USBP,Whiteriver,AZ,USA,33.81255056,-109.9867658
E25,USBP,Wickenburg,AZ,USA,33.96891833,-112.7985128
E26,USBP,Jal,NM,USA,32.13107833,-103.1548506
E35,USBP,Fabens,TX,USA,31.51567306,-106.1471978
E38,USBP,Alpine,TX,USA,30.38422222,-103.6835833
E42,USBP,Spearman,TX,USA,36.221,-101.1945
E51,USBP,Bagdad,AZ,USA,34.59585278,-113.170195
E52,USBP,Vega,TX,USA,35.23199833,-102.3990931
E60,USBP,Eloy,AZ,USA,32.80700583,-111.58679
E63,USBP,Gila Bend,AZ,USA,32.95810083,-112.6782181
E80,USBP,Belen,NM,USA,34.64519778,-106.8336958
E89,USBP,Conchas Dam,NM,USA,35.36671583,-104.1880314
E91,USBP,Chinle,AZ,USA,36.11088056,-109.5754222
E94,USBP,Glenwood,NM,USA,33.35283972,-108.8672858
E95,USBP,Benson,AZ,USA,31.99972222,-110.3572222
EAA,USBP,Eagle,AK,USA,64.77639306,-141.1509206
EAN,USBP,Wheatland,WY,USA,42.05552528,-104.9327492
EAR,USBP,Kearney,NE,USA,40.72702778,-99.00677778
EAT,USBP,Wenatchee,WA,USA,47.39886111,-120.2068333
EAU,USBP,Eau Claire,WI,USA,44.86525722,-91.48507194
EBS,USBP,Webster City,IA,USA,42.43663889,-93.86886111
ECG,USBP,Elizabeth City,NC,USA,36.26057417,-76.17459778
ECS,USBP,Newcastle,WY,USA,43.88545056,-104.3179178
EDE,USBP,Edenton,NC,USA,36.027735,-76.56709333
EDN,USBP,Enterprise,AL,USA,31.29972222,-85.89986111
EED,USBP,Needles,CA,USA,34.76619444,-114.6232931
EEK,USBP,Eek,AK,USA,60.21590417,-162.0056092
EEN,USBP,Keene,NH,USA,42.89839944,-72.27078111
EEO,USBP,Meeker,CO,USA,40.04886222,-107.8859067
EET,USBP,Alabaster,AL,USA,33.17781083,-86.78323722
EFC,USBP,Belle Fourche,SD,USA,44.7342075,-103.8619925
EFD,USBP,Houston,TX,USA,29.60733333,-95.15875
EFK,USBP,Newport,VT,USA,44.88879722,-72.22915833
EFT,USBP,Monroe,WI,USA,42.61493972,-89.59075583
EFW,USBP,Jefferson,IA,USA,42.01016667,-94.34258333
EGE,USBP,Eagle,CO,USA,39.64256778,-106.9176953
EGQ,USBP,Emmetsburg,IA,USA,43.10202056,-94.704675
EGT,USBP,Wellington,KS,USA,37.32441028,-97.38732333
EGV,USBP,Eagle River,WI,USA,45.93179639,-89.26906778
EHA,USBP,Elkhart,KS,USA,37.00188194,-101.8821258
EHO,USBP,Shelby,NC,USA,35.25555556,-81.60099722
EHR,USBP,Henderson,KY,USA,37.8078425,-87.68569
EII,USBP,Egegik,AK,USA,58.18837472,-157.3809872
EIW,USBP,New Madrid,MO,USA,36.53531083,-89.59971722
EKA,USBP,Eureka,CA,USA,40.80338889,-124.1127917
EKM,USBP,Elkhart,IN,USA,41.71935833,-86.00168361
EKN,USBP,Elkins,WV,USA,38.88944444,-79.85713889
EKO,USBP,Elko,NV,USA,40.82492611,-115.7916964
EKQ,USBP,Monticello,KY,USA,36.85527778,-84.85613889
EKX,USBP,Elizabethtown,KY,USA,37.68694444,-85.92377778
EKY,USBP,Bessemer,AL,USA,33.31288444,-86.92591889
ELA,USBP,Eagle Lake,TX,USA,29.60301389,-96.32248444
ELD,USBP,El Dorado,AR,USA,33.2208625,-92.81325167
ELI,USBP,Elim,AK,USA,64.61400972,-162.2700681
ELK,USBP,Elk City,OK,USA,35.42941083,-99.39425917
ELM,USBP,Elmira,NY,USA,42.15991361,-76.89144333
ELN,USBP,Ellensburg,WA,USA,47.03302778,-120.5306944
ELO,USBP,Ely,MN,USA,47.82454639,-91.83073056
ELP,USBP,El Paso,TX,USA,31.80666667,-106.3778056
ELV,USBP,Elfin Cove,AK,USA,58.19518417,-136.3473928
ELY,USBP,Ely,NV,USA,39.29969444,-114.8418889
ELZ,USBP,Wellsville,NY,USA,42.10951194,-77.99194806
EMM,USBP,Kemmerer,WY,USA,41.82494611,-110.5590586
EMP,USBP,Emporia,KS,USA,38.33211111,-96.19116667
EMT,USBP,El Monte,CA,USA,34.08600889,-118.0348453
EMV,USBP,Emporia,VA,USA,36.68691667,-77.48280556
ENA,USBP,Kenai,AK,USA,60.572,-151.2475278
ENL,USBP,Centralia,IL,USA,38.51479889,-89.09217944
ENM,USBP,Emmonak,AK,USA,62.78518639,-164.4910461
ENN,USBP,Nenana,AK,USA,64.54898167,-149.0735053
ENV,USBP,Wendover,UT,USA,40.71869528,-114.03089
ENW,USBP,Kenosha,WI,USA,42.5957075,-87.92780333
EOK,USBP,Keokuk,IA,USA,40.45990778,-91.42850111
EOS,USBP,Neosho,MO,USA,36.81080556,-94.39169444
EPH,USBP,Ephrata,WA,USA,47.30758333,-119.5158889
EPM,USBP,Eastport,ME,USA,44.91011111,-67.01269444
EQA,USBP,El Dorado,KS,USA,37.77410833,-96.81762778
EQY,USBP,Monroe,NC,USA,35.01884306,-80.62023444
ERI,USBP,Erie,PA,USA,42.08202139,-80.17621556
ERV,USBP,Kerrville,TX,USA,29.976735,-99.08567972
ERY,USBP,Newberry,MI,USA,46.31118694,-85.45731639
ESC,USBP,Escanaba,MI,USA,45.72266972,-87.09373139
ESF,USBP,Alexandria,LA,USA,31.3949025,-92.29577194
ESN,USBP,Easton,MD,USA,38.80416667,-76.069
EST,USBP,Estherville,IA,USA,43.40744444,-94.74641667
ETB,USBP,West Bend,WI,USA,43.42219444,-88.12792667
ETC,USBP,Tarboro,NC,USA,35.93710083,-77.54663833
ETH,USBP,Wheaton,MN,USA,45.78046056,-96.54353972
ETN,USBP,Eastland,TX,USA,32.41349167,-98.80975667
EUF,USBP,Eufaula,AL,USA,31.95131917,-85.128925
EUG,USBP,Eugene,OR,USA,44.12326,-123.2186856
EUL,USBP,Caldwell (Boise),ID,USA,43.64186111,-116.6357778
EVB,USBP,New Smyrna Beach,FL,USA,29.05580556,-80.94836111
EVM,USBP,Eveleth,MN,USA,47.42507778,-92.49846944
EVU,USBP,Maryville,MO,USA,40.35260167,-94.91552722
EVV,USBP,Evansville,IN,USA,38.03799139,-87.53062667
EVW,USBP,Evanston,WY,USA,41.27494528,-111.0321286
EVY,USBP,Middletown,DE,USA,39.52038889,-75.72044444
EWB,USBP,New Bedford,MA,USA,41.67614167,-70.95694167
EWK,USBP,Newton,KS,USA,38.05710528,-97.27522861
EWN,USBP,New Bern,NC,USA,35.07297222,-77.04294444
EWR,USBP,Newark,NJ,USA,40.69249722,-74.16866056
EWU,USBP,Newtok,AK,USA,60.93865417,-164.6412147
EXI,USBP,Excursion Inlet,AK,USA,58.42049861,-135.4490328
EXX,USBP,Lexington,NC,USA,35.78114028,-80.30378194
EYE,USBP,Indianapolis,IN,USA,39.83070944,-86.29438056
EYW,USBP,Key West,FL,USA,24.55611111,-81.75955556
EZI,USBP,Kewanee,IL,USA,41.20520361,-89.96386
EZM,USBP,Eastman,GA,USA,32.21425,-83.12802778
EZZ,USBP,Cameron,MO,USA,39.72755972,-94.276375
F00,USBP,Bonham,TX,USA,33.61172222,-96.17938889
F01,USBP,Quanah,TX,USA,34.27708306,-99.75926861
F05,USBP,Vernon,TX,USA,34.22566806,-99.28375
F06,USBP,Wellington,TX,USA,34.84561083,-100.1959481
F08,USBP,Eufaula,OK,USA,35.29593194,-95.62526417
F10,USBP,Henryetta,OK,USA,35.40687972,-96.01583278
F12,USBP,Henderson,TX,USA,32.14172222,-94.85172222
F17,USBP,Center,TX,USA,31.83158333,-94.15641667
F18,USBP,Cleburne,TX,USA,32.35376389,-97.43375
F21,USBP,Memphis,TX,USA,34.73958944,-100.5297008
F22,USBP,Perry,OK,USA,36.38559583,-97.27721083
F24,USBP,Minden,LA,USA,32.64601,-93.29808556
F28,USBP,El Reno,OK,USA,35.47163639,-98.00599444
F29,USBP,Oklahoma City,OK,USA,35.4880825,-97.82354556
F30,USBP,Sulphur,OK,USA,34.52453278,-96.98973944
F31,USBP,Kingston,OK,USA,33.99287639,-96.64249722
F32,USBP,Healdton,OK,USA,34.24925806,-97.47391306
F36,USBP,Cordell,OK,USA,35.30421917,-98.96702167
F37,USBP,Wauchula,FL,USA,27.51364889,-81.88063917
F39,USBP,Sherman/Denison,TX,USA,33.71411111,-96.67366667
F41,USBP,Ennis,TX,USA,32.32969444,-96.66388889
F44,USBP,Athens,TX,USA,32.16384778,-95.82835306
F45,USBP,West Palm Beach,FL,USA,26.84537306,-80.22148111
F46,USBP,Rockwall,TX,USA,32.93059444,-96.43548556
F49,USBP,Slaton,TX,USA,33.48481,-101.6607158
F51,USBP,Winnsboro,TX,USA,32.93884556,-95.27886083
F53,USBP,Mount Vernon,TX,USA,33.21530583,-95.2374925
F55,USBP,Granbury,TX,USA,32.44441583,-97.8169475
F56,USBP,Stamford,TX,USA,32.91019472,-99.73422972
F70,USBP,Murieta/Temecula,CA,USA,33.57605556,-117.1279722
F80,USBP,Atoka,OK,USA,34.39833889,-96.14805972
F81,USBP,Okemah,OK,USA,35.42925306,-96.28778361
F84,USBP,Stigler,OK,USA,35.28910556,-95.09389722
F85,USBP,Morton,TX,USA,33.72926389,-102.7338183
F87,USBP,Farmerville,LA,USA,32.72495583,-92.33716583
F88,USBP,Jonesboro,LA,USA,32.20199028,-92.73293028
F89,USBP,Winnsboro,LA,USA,32.15431917,-91.70012472
F91,USBP,Weatherford,OK,USA,35.54482944,-98.66849028
F99,USBP,Holdenville,OK,USA,35.085875,-96.41666667
FAI,USBP,Fairbanks,AK,USA,64.8136775,-147.8596694
FAM,USBP,Farmington,MO,USA,37.76107917,-90.42859722
FAQ,USBP,Fitiuta Village,AS,USA,14.21577583,-169.4239058
FAR,USBP,Fargo,ND,USA,46.91934889,-96.81498889
FAT,USBP,Fresno,CA,USA,36.77619444,-119.7181389
FAY,USBP,Fayetteville,NC,USA,34.99147222,-78.88
FBL,USBP,Faribault,MN,USA,44.32468556,-93.31082889
FBR,USBP,Fort Bridger,WY,USA,41.39193583,-110.4067961
FBY,USBP,Fairbury,NE,USA,40.18297222,-97.16927778
FCA,USBP,Kalispell,MT,USA,48.31140472,-114.2550694
FCH,USBP,Fresno,CA,USA,36.732365,-119.8198961
FCI,USBP,Richmond,VA,USA,37.4065375,-77.52498667
FCM,USBP,Minneapolis,MN,USA,44.82724111,-93.45714639
FCY,USBP,Forrest City,AR,USA,34.94199806,-90.77496611
FDK,USBP,Frederick,MD,USA,39.41758333,-77.37430556
FDR,USBP,Frederick,OK,USA,34.35219472,-98.98460222
FDW,USBP,Winnsboro,SC,USA,34.31547222,-81.10880556
FDY,USBP,Findlay,OH,USA,41.01352778,-83.66869444
FEP,USBP,Freeport,IL,USA,42.24626722,-89.58223944
FET,USBP,Fremont,NE,USA,41.44913889,-96.52019444
FFA,USBP,Kill Devil Hills,NC,USA,36.01822278,-75.67128694
FFC,USBP,Atlanta,GA,USA,33.35725,-84.57183333
FFL,USBP,Fairfield,IA,USA,41.05332417,-91.97892333
FFM,USBP,Fergus Falls,MN,USA,46.28439389,-96.15668556
FFT,USBP,Frankfort,KY,USA,38.18248861,-84.90470083
FFZ,USBP,Mesa,AZ,USA,33.46083333,-111.7283333
FGX,USBP,Flemingsburg,KY,USA,38.54180556,-83.74338889
FHR,USBP,Friday Harbor,WA,USA,48.52197222,-123.0243611
FHU,USBP,Fort Huachuca-Sierra Vista,AZ,USA,31.58847222,-110.3443889
FIG,USBP,Clearfield,PA,USA,41.04861306,-78.41310306
FIT,USBP,Fitchburg,MA,USA,42.55412194,-71.75895639
FKL,USBP,Franklin,PA,USA,41.37787361,-79.86036167
FKN,USBP,Franklin,VA,USA,36.69817806,-76.90312694
FKR,USBP,Frankfort,IN,USA,40.27343083,-86.56217028
FLD,USBP,Fond Du Lac,WI,USA,43.77117417,-88.48842917
FLG,USBP,Flagstaff,AZ,USA,35.13845472,-111.6712183
FLL,USBP,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
FLO,USBP,Florence,SC,USA,34.18536111,-79.72388889
FLP,USBP,Flippin,AR,USA,36.29087528,-92.59023417
FLT,USBP,Flat,AK,USA,62.45264889,-157.98907
FLX,USBP,Fallon,NV,USA,39.499545,-118.7490197
FME,USBP,Odenton,MD,USA,39.08538667,-76.75941444
FMN,USBP,Farmington,NM,USA,36.74125,-108.2299444
FMY,USBP,Ft. Myers,FL,USA,26.58661111,-81.86325
FMZ,USBP,Fairmont,NE,USA,40.58569444,-97.57305556
FNB,USBP,Falls City,NE,USA,40.07878611,-95.59199167
FNL,USBP,Fort Collins/Loveland,CO,USA,40.45182722,-105.0113356
FNR,USBP,Funter Bay,AK,USA,58.25438583,-134.8979067
FNT,USBP,Flint,MI,USA,42.96550333,-83.74345639
FOA,USBP,Flora,IL,USA,38.66494528,-88.45299556
FOD,USBP,Fort Dodge,IA,USA,42.55145611,-94.19255111
FOE,USBP,Topeka,KS,USA,38.95095194,-95.66361444
FOK,USBP,Westhampton Beach,NY,USA,40.84365472,-72.63178917
FOT,USBP,Fortuna,CA,USA,40.55393583,-124.1326589
FPR,USBP,Ft. Pierce,FL,USA,27.49505556,-80.36827778
FQD,USBP,Rutherfordton,NC,USA,35.42822222,-81.93507778
FRG,USBP,Farmingdale,NY,USA,40.72878111,-73.41340722
FRH,USBP,French Lick,IN,USA,38.50622139,-86.63693528
FRM,USBP,Fairmont,MN,USA,43.64394111,-94.41561556
FRR,USBP,Front Royal,VA,USA,38.9175325,-78.25351472
FSD,USBP,Sioux Falls,SD,USA,43.58135111,-96.74170028
FSE,USBP,Fosston,MN,USA,47.59282028,-95.77349889
FSK,USBP,Fort Scott,KS,USA,37.79843056,-94.76938111
FSM,USBP,Fort Smith,AR,USA,35.33659028,-94.36744111
FSO,USBP,Highgate,VT,USA,44.94028083,-73.09746
FST,USBP,Fort Stockton,TX,USA,30.91566667,-102.9161389
FSU,USBP,Fort Sumner,NM,USA,34.48339944,-104.2171967
FSW,USBP,Fort Madison,IA,USA,40.6592625,-91.3268175
FTG,USBP,Denver,CO,USA,39.78525,-104.5431389
FTT,USBP,Fulton,MO,USA,38.83987472,-92.00421056
FTW,USBP,Fort Worth,TX,USA,32.81977778,-97.36244444
FTY,USBP,Atlanta,GA,USA,33.77913889,-84.52136111
FUL,USBP,Fullerton,CA,USA,33.87201417,-117.9797842
FVE,USBP,Frenchville,ME,USA,47.28550417,-68.31275
FVX,USBP,Farmville,VA,USA,37.35752861,-78.43779806
FWA,USBP,Fort Wayne,IN,USA,40.97846583,-85.19514639
FWC,USBP,Fairfield,IL,USA,38.37863306,-88.41265222
FWN,USBP,Sussex,NJ,USA,41.20020667,-74.62305056
FWS,USBP,Fort Worth,TX,USA,32.56522778,-97.30807778
FXE,USBP,Ft. Lauderdale,FL,USA,26.19728,-80.17070833
FXY,USBP,Forest City,IA,USA,43.23473417,-93.6241025
FYE,USBP,Somerville,TN,USA,35.20592,-89.39441667
FYM,USBP,Fayetteville,TN,USA,35.05836278,-86.56441139
FYU,USBP,Fort Yukon,AK,USA,66.57149028,-145.2504169
FYV,USBP,Fayetteville,AR,USA,36.00509472,-94.17005694
FZG,USBP,Fitzgerald,GA,USA,31.68368667,-83.27046056
FZI,USBP,Fostoria,OH,USA,41.19083111,-83.39453639
FZY,USBP,Fulton,NY,USA,43.35077528,-76.38805361
GAB,USBP,Gabbs,NV,USA,38.92409111,-117.9590072
GAD,USBP,Gadsden,AL,USA,33.97262528,-86.08900139
GAF,USBP,Grafton,ND,USA,48.40469444,-97.37094444
GAG,USBP,Gage,OK,USA,36.29553889,-99.77642361
GAI,USBP,Gaithersburg,MD,USA,39.16833611,-77.166
GAL,USBP,Galena,AK,USA,64.73617806,-156.9374164
GAM,USBP,Gambell,AK,USA,63.76676556,-171.7328236
GAS,USBP,Gallipolis,OH,USA,38.83410833,-82.16342306
GBD,USBP,Great Bend,KS,USA,38.34441861,-98.85917028
GBG,USBP,Galesburg,IL,USA,40.93800194,-90.43112556
GBH,USBP,Galbraith Lake,AK,USA,68.47906306,-149.4900214
GBR,USBP,Great Barrington,MA,USA,42.18421417,-73.40324056
GCC,USBP,Gillette,WY,USA,44.34889806,-105.5393614
GCK,USBP,Garden City,KS,USA,37.92751556,-100.7244147
GCM,USBP,Claremore,OK,USA,36.29441667,-95.47966667
GCN,USBP,Grand Canyon,AZ,USA,35.95235389,-112.1469647
GCT,USBP,Guthrie Center,IA,USA,41.68776417,-94.43524611
GCY,USBP,Greeneville,TN,USA,36.19299083,-82.81507028
GDM,USBP,Gardner,MA,USA,42.54986639,-72.01602194
GDV,USBP,Glendive,MT,USA,47.13871861,-104.8071994
GDW,USBP,Gladwin,MI,USA,43.97063278,-84.47503861
